Month,Year,Type,Country,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species
Jun,1983,Unprovoked,Bahamas,"Off Sandy Point, Great Abaco Island",Spearfishing,M,15,FATAL,Y,16h00,
Jun,1983,Unprovoked,USA,"Cocoa Beach, Brevard County",Surfing & dangling foot in water amid baitfish,M,21,Left foot lacerated,N,16h30,
Jun,1983,Unprovoked,Bahamas,Carter Cay,,M,30,Lacerations to hand & foot,N,11h00,Blacktip shark
May,1983,Unprovoked,USA,"Intracoastal Waterway, Boca Raton, Palm Beach County",Water-skiing,M,21,"Left calf, knee & hands lacerated",N,Dusk,
May,1983,Unprovoked,USA,"Haulover Inlet, Dade County",Surfing,M,22,Right foot bitten,N,14h00,
Apr,1983,Unprovoked,South Africa,Bonza Bay,Fishing,M,27,Puncture wounds to foot,N,19h30,Raggedtooth shark
Apr,1983,Unprovoked,USA,"Lake Worth Beach, Palm Beach County",Surfing,M,16,Left foot bitten,N,11h00,
Mar,1983,Unprovoked,South Africa,Scottburgh,Spearfishing,M,17,Right calf lacerated,N,11h15,Zambezi shark
Mar,1983,Unprovoked,South Africa,Nahoon,Surfing,M,,"No injury, board bitten",N,12h30,Spinner shark
Feb,1983,Unprovoked,South Africa,Mtunzini,Paddleskiing,M,16,Puncture wounds to buttocks,N,12h30,
Jan,1983,Unprovoked,South Africa,Muizenberg,Windsurfing,M,22,Left foot lacerated,N,18h15,
Jan,1983,Unprovoked,South Africa,Holbaai,Spearfishing,M,32,"No injury, rammed by shark",N,13h00,White shark
Oct,1982,Unprovoked,USA,North Dade- Interama area of Biscayne Bay,Windsurfing,M,26,Left foot lacerated,N,11h00,
Sep,1982,Unprovoked,South Africa,"Nahoon, East London",Surfing,M,16,"No injury, pressure ding on surfboard",N,16h00,
Sep,1982,Unprovoked,South Africa,"Nahoon, East London",Surfing,M,16,"No Injury, surfboard bitten",N,14h50,White shark
Sep,1982,Unprovoked,USA,"Patrick Air Force Base, Brevard County",Surfing,M,20,Laceration to lower left leg,N,13h30,
Sep,1982,Unprovoked,USA,"Monastery Beach, Carmel Bay, Monterey County",Diving,M,36,Lacerations to hand,N,Morning,White shark
Sep,1982,Unprovoked,USA,"Bear Harbor, Mendocino County",Free diving for abalone from Zodiac (submerged),M,28,Upper left thigh & buttocks bitten,N,14h30,White shark
Aug,1982,,USA,"Morro Rock, Morro Bay, San Obispo County",Surfing,M,17,"No Injury, board bitten",,10h20,
Aug,1982,Unprovoked,South Africa,Langebaan,Swimming,F,18,"Left knee, lower leg & foot bitten",N,12h00,
Jul,1982,,South Africa,Amanzimtoti,Boogie boarding,M,20,"No injury, swim fin bitten",,16h00,
Jul,1982,Unprovoked,South Africa,"Nahoon, East London",Paddleskiing,M,38,"No injury, ski bitten",N,16h00,White shark
Jul,1982,Unprovoked,USA,"Point Buchon, San Luis Obispo County",Paddle Boarding,M,26,"No Injury, board bitten",N,11h00,White shark
Jul,1982,Unprovoked,USA,"Stuart Beach, Martin County ",Swimming,M,17,Left ankle bitten,N,Late afternoon,
Jul,1982,Unprovoked,USA,"Daytona Beach, Volusia County",Swimming,F,19,Laceration to left leg,N,14h30,
Jun,1982,Unprovoked,South Africa,Ntlonyana Bay,Surfing,M,27,FATAL,Y,09h30,White shark
Jun,1982,Unprovoked,USA,"Isle of Palms, Charleston County",Swimming,M,20,Left arm bitten,N,16h30,
Jun,1982,Unprovoked,Bahamas,North Rat Cay Reef,Spearfishing ,M,19,Arm severed at elbow,N,,Lemon shark
Mar,1982,Unprovoked,USA,"Palm Beach, Palm Beach County",Surfing,M,16,Elbow bitten,N,14h00,
Mar,1982,Unprovoked,Australia,"Tallow Beach, Byron Bay",Surfing,M,20,Legs bitten  FATAL,Y,12h00,
Feb,1982,Unprovoked,Australia,South Cape Bay,Spearfishing,M,32,"FATAL, body not recovered",Y,,White shark
Feb,1982,Unprovoked,USA,"Hobe Sound, Palm Beach County",Surfing,M,18,Lacerations to left hand and forearm,N,,
Feb,1982,Unprovoked,USA,"Palm Beach, Palm Beach County",Swimming,F,75,Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,Y,Prior to 10h37,
Feb,1982,Unprovoked,USA,"Stillwater Cove, Sonoma County",Scuba diving (submerged),M,,Calf & ankle bitten,N,11h00,White shark
Jan,1982,Unprovoked,South Africa,Mpekeweni,Swimming,M,20,Right shin & toe lacerated,N,16h30,Raggedtooth shark
Dec,1981,Unprovoked,USA,"South Moss Beach, Spanish Bay, Monterey Peninsula",Surfing,M,24,"FATAL, torso bitten ",Y,Evening,White shark
Nov,1981,Unprovoked,USA,"La'au Point, Moloka'i",Diving to untangle a crab trap line from boat's propeller,M,59,Hand bitten,N,,
Oct,1981,Unprovoked,USA,"Jupiter Island, Brevard County",Swimming,M,19,Hand & forearm bitten,N,11h30,
Oct,1981,Unprovoked,USA,"Playalinda Beach, Brevard County",Surfing,M,24,Laceration to right leg,N,,
Sep,1981,Unprovoked,USA,"Cocoa Beach, Brevard County",Surfing,M,28,5 puncture marks to hip,N,18h00,
Sep,1981,Unprovoked,USA,"Tampa Bay, Manatee County",Swimming,M,26,"FATAL, right calf bitten  ",Y,P.M.,Tiger shark
Sep,1981,Unprovoked,USA,"Patrick Air Force Base, Brevard County",Surfing,M,25,Lacerations to 2 fingers of left hand,N,12h00,
Sep,1981,Unprovoked,USA,"Cocoa Beach, Brevard County",Surfing,M,24,Laceration to foot,N,Morning,
Aug,1981,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfing,M,15,Laceration to left ankle,N,,
Aug,1981,Provoked,USA,Gulf Island National Seashore Park,Spearfishing,M,19,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",N,,
Aug,1981,Unprovoked,USA,"Ormond Beach / Daytona Beach, Volusia County","16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",F,19,FATAL,Y,Daybreak,
Aug,1981,Unprovoked,Bahamas,"Gingerbread Reef, east of Little Isaac Island ",Snorkeling on surface,M,53,Upper right arm bitten,N,12h00,Mako shark
Jul,1981,Unprovoked,USA,"St. Petersburg Beach, Pinellas County",Swimming,F,16,"Foot bitten between arch & big toe, no stitches required",N,,
Jul,1981,Unprovoked,South Africa,Nahoon,Surfing,M,32,7 lacerations to right foot,N,10h15,Zambezi shark
Jul,1981,Unprovoked,USA,Carter Cay,Spearfishing,M,,Left foot & ankle lacerated,N,18h10,
May,1981,Unprovoked,South Korea,Wae-yeon Island,Shell diving,F,27,FATAL,Y,12h30,White shark
May,1981,Unprovoked,South Africa,Nahoon,Surfing,M,27,"Shark & board collided. No injury, but board was dented",N,08h30,Raggedtooth shark
May,1981,Unprovoked,South Africa,Kings Beach,Surfing,M,19,"No Injury, board bitten",N,14h45,Raggedtooth shark
May,1981,Unprovoked,South Africa,Ntlonyane Bay,Surfing,M,24,"Left leg bitten, surgically amputated",N,09h00,Tiger shark
Mar,1981,Unprovoked,USA,"Singer Island, Riviera Beach, Palm Beach County",Standing / Wading,M,19,"Lacerations on calf, ankle & heel",N,15h00,Dusky shark
Mar,1981,Unprovoked,USA,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,24,Puncture wounds on  right thigh,N,17h30,
Mar,1981,Unprovoked,Chile,"Bahia Totoralillo, 80  km north of Coquimbo",Free diving Spearfishing,M,,Foot & ankle bitten,N,10h30,White shark
Feb,1981,Unprovoked,South Africa,Umtentweni,Swimming,M,30,Foot lacerated,N,17h20,Blacktip shark
Feb,1981,Unprovoked,USA,"Juno Beach, Palm Beach County",Surfing,M,15,Lacerations & punctures in left calf & ankle,N,13h30,Hammerhead shark
Jan,1981,Unprovoked,USA,20 miles from Mayport,Commercial spearfishing,M,25,3 small punctures in scalp & ripped nostril,N,,Tiger shark
Nov,1980,Unprovoked,Reunion,Petite-Ile,Spearfishing,M,22,Bitten twice,N,15h00,White shark
Oct,1980,Unprovoked,USA,Off Umpqua River,Surfing,M,29,Thigh lacerated,N,15h45,White shark
Oct,1980,Unprovoked,USA,"Moonstone Beach, Humboldt County",Surfing,M,19,No injury,N,09h30,White shark
Jul,1980,Unprovoked,USA,"Ocean City, Cape May County",Body surfing,M,15,Back bitten,N,15h00,
Jul,1980,Unprovoked,USA,Dewey Beach,Standing,F,22,"No injury, shark bit her bathing suit",N,Afternoon,
Jun,1980,Provoked,USA,"Off San Clemente Island, Los Angeles County",Scuba diving,F,44,Laceration to lower leg   PROVOKED INCIDENT,N,,Blue shark
May,1980,Unprovoked,South Africa,Fullers Bay,Surfing,M,22,"No injury, board bitten",N,08h00,
Mar,1980,Unprovoked,South Africa,Umdhloti,Free diving,M,52,FATAL,Y,,Tiger shark
Mar,1980,Unprovoked,Brazil,"Copacabana Beach, Rio de Janiero",Swimming,M,,Right leg bitten,N,Afternoon,
Mar,1980,Provoked,South Africa,Velddrif,Fishing,M,61,Leg lacerated by netted shark PROVOKED INCIDENT,N,,Hammerhead shark
Jan,1980,Unprovoked,South Africa,Ballito,Body boarding,M,24,"Both hands & heel of left foot lacerated, right foot severed",N,14h45,White shark
Jan,1980,Unprovoked,Kenya,South of Lamu Island,Spearfishing,M,29,Ankle & foot lacerated,N,,
Jan,1980,Provoked,South Africa,Ansteys,Spearfishing,M,29,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",N,05h00,Zambesi shark
Jan,1980,Unprovoked,South Africa,Kings Beach,Swimming,M,25,3 small punctures on arm,N,18h30,Raggedtooth shark
Jan,1980,Unprovoked,Chile,"Punta Negra, Pichidangui",Hookah Diving,M,,FATAL  ,Y,11h00,White shark
Dec,1979,Unprovoked,South Africa,Kenton-on-Sea,Swimming,M,18,Shin lacerated,N,16h20,
Dec,1979,,Portugal,"Sao Jorge, Madeira Island",Spearfishing,M,19,FATAL,Y,,White shark
Nov,1979,Unprovoked,USA,"Haystack Rock, Cannon Beach, Clatsop County",Surfing,M,20,Multiple major Injuries,N,10h20,White shark
Sep,1979,Unprovoked,Australia,Byron Bay,Scuba diving,M,18,Leg bitten,N,,Small shark
Jun,1979,Unprovoked,USA,10 miles off Cape Canaveral,Floating with life preserver after his boat foundered,M,56,Lacerations to leg,N,Morning,
Apr,1979,Unprovoked,USA,"Public Beach (Carlin Park), Jupiter, Palm Beach County",Swimming,M,24,Right foot & ankle lacerated,N,13h20,
Apr,1979,Unprovoked,USA,"Municipal Beach, Boyton Beach, Palm Beach County",Body surfing,M,8,Right foot bitten,N,10h30,
Mar,1979,Unprovoked,USA,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,27,Foot & ankle bitten,N,11h30,Spinner shark
Mar,1979,Unprovoked,USA,"Ano Nuevo Island, San Mateo, County",Scuba diving (submerged),M,,"No injury, swim fin bitten",N,10h00,White shark
Feb,1979,Unprovoked,South Africa,Port Alfred,"Surfing, collided with shark",M,19,Punctures on left thigh,N,13h15,
Dec,1978,Unprovoked,South Africa,Sodwana,Spearfishing,M,23,"FATAL, legs bitten ",Y,16h45,White shark
Sep,1978,Unprovoked,South Africa,"Miller's Point, False Bay",Spearfishing,M,27,"No injury, shark took his catch, then towed & pushed diver through the water ",N,16h00,White shark
Sep,1978,Unprovoked,Italy,Capo d'Anzio,Diving,M,,No injury,N,11h00,White shark
Sep,1978,Unprovoked,Australia,"Cape Pillar, Storm Bay",Scuba diving for abalone,M,34,Several broken ribs,N,,
Aug,1978,Unprovoked,USA,"Pajaro Dunes, Santa Cruz County",Wading,M,,Punctures on leg (minor injury),N,12h45,
Jan,1978,Unprovoked,South Africa,Glenashley,Surfing,M,17,"Left leg, ankle & foot bitten",N,12h45,Blacktip shark
Dec,1977,Unprovoked,USA,2 miles off Keahole Airport,"Swimming, after single-engine aircraft went down in the sea",M,49,Feet lacerated,N,Night,
Dec,1977,Unprovoked,South Africa,Qolera River,Surfing,M,18,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,10h00,Tiger shark
Oct,1977,Unprovoked,South Africa,"Bluegums Rock, Partridge Point",Spearfishing,M,25,"No injury, shark bit speargun & pushed diver through the water",N,16h00,White shark
Aug,1977,Unprovoked,Australia,"Cactus Beach, near Ceduna",Surfing,M,17,"Board rammed &  bitten, left thigh lacerated",N,16h00,White shark
Aug,1977,,South Africa,Off Macassar Beach,Fishing,M,,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",N,13h30,White shark
Aug,1977,Unprovoked,USA,"McClure Beach, near Tomales Point, Marin County",Free diving for abalone (surfacing),M,20,Leg lacerated,N,11h45,White shark
Jul,1977,Unprovoked,USA,"Off San Diego, San Diego County",40' fishing boat sank,M,21,Laceration to right hand,N,Night,
Jun,1977,Provoked,USA,"12 miles northeast of Mayport,  Duval County",Spearfishing / Scuba diving,M,27,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",N,Late afternoon,Bull shark
Jun,1977,Unprovoked,USA,Padre Island,Collecting fish from net,M,25,Lacerations to wrist,N,,Bull shark
Mar,1977,Unprovoked,South Africa,"Lappiesbaai Beach, Stilbaai",Swimming,M,31,Right foot bitten,N,17h00,
Feb,1977,Unprovoked,Australia,"Kingscliffe Beach, south of Tweed Heads","Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",M,24,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard",N,,
Dec,1976,Unprovoked,USA,"San Miguel Island, Santa Barbara County",Hookah diving for abalone (submerged),M,29,Buttocks & hip bitten,N,09h00,White shark
Nov,1976,Unprovoked,South Africa,Clifton,"Thrashing the water / imitating the shark victim from ""Jaws""",M,19,Torso bitten,N,16h05,White shark
Nov,1976,Unprovoked,USA,"Delray Beach, Palm Beach County",Surfing,M,19,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",N,10h55,Lemon shark
Oct,1976,Unprovoked,USA,"Moonstone Beach, Humboldt County",Surfing,M,25,Leg bitten ,N,14h30,White shark
Oct,1976,Unprovoked,South Africa,Cape St. Francis,Surfing,M,20,Left thigh lacerated,N,11h00,White shark
Sep,1976,Unprovoked,Australia,"Point Lowly, north of Whyalla","Skindiving,",M,27,"Right leg bitten below the knee, left ankle & foot lacerated",N,,
Sep,1976,Unprovoked,USA,"Sebastian, Indian River County",Surfing,M,15,Laceration to left lower leg,N,14h00,Tiger shark
Aug,1976,Unprovoked,USA,Winchester Bay,Surfing,M,19,"No injury, board bitten",N,14h00,White shark
Jul,1976,Unprovoked,USA,St. Lucie County,Spearfishing,M,24,Lacerations to forearms,N,10h30,
Jul,1976,Unprovoked,USA,St. Lucie County,Spearfishing,M,23,"""lost part of a finger""",N,,
Jun,1976,Unprovoked,USA,"St. Andrews State Park, Bay County",Skindiving,M,17,Lacerations to right arm,N,Night,
Jun,1976,Provoked,Italy,Bovalino,Fishing,M,46,Shark rammed boat PROVOKED INCIDENT,N,,Blue shark
Mar,1976,Unprovoked,USA,"New Smyrna Beach, Volusia County",Standing,M,21,Lacerations to left leg,N,14h30,
Jan,1976,Unprovoked,USA,"Off Fort Pierce, St Lucie County",Spearfishing / scuba diving,M,25,Puncture wounds to head & neck,N,,
Jan,1976,Unprovoked,New Zealand,"Te Kaha, East coast",Spearfishing,M,,FATAL,Y,13h00,Whaler shark
Dec,1975,Unprovoked,USA,Farallon Islands,Scuba diving & spearfishing,M,27,Leg bitten,N,12h00,White shark
Dec,1975,Provoked,Australia,"Porpoise Pool, Tweed Heads",Filming & feeding captive sharks,M,35,Tooth mark in left elbow PROVOKED INCIDENT,N,,Nurse shark
Nov,1975,Unprovoked,Australia,"Queenscliff, Sydney",Standing,M,20,Laceration to posterior thigh,N,,
Nov,1975,Unprovoked,South Africa,"South Beach, Durban",Standing,M,33,Left foot lacerated,N,10h00,Dusky shark
Nov,1975,Unprovoked,USA,"Crescent Beach, St. Johns County",Surfing,M,18,Foot bitten,N,,
Oct,1975,Unprovoked,Australia,"Lennox Head, Ballina",Surfing,M,20,"Cracked jaw & broken tooth, shark took chunk out of surfboard",N,,
Aug,1975,Unprovoked,South Africa,Cape St. Francis,Surfing,M,19,Left leg & surfboard bitten,N,13h30,White shark
Aug,1975,Unprovoked,USA,"Daytona Beach, Volusia County",Floating on a small orange raft ,M,20,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",N,12h00,
Aug,1975,Unprovoked,USA,"Usal Creek, Bear Harbor, Mendocino County",Free diving for abalone,M,44,"Shoulder, arm & hand lacerated",N,13h30,White shark
